MMS Id,Title,Num of Items (In Repository),Num of Loans (Not In House),Last Loan Date (calendar)
990009114780205516,"Principles of optics electromagnetic theory of propagation, interference and diffraction of light","0,0","68,0",2013-07-19
990009114780205516,"Principles of optics electromagnetic theory of propagation, interference and diffraction of light","0,0","70,0",2017-01-09
990009114780205516,"Principles of optics electromagnetic theory of propagation, interference and diffraction of light","0,0","31,0",2019-02-04
990009147390205516,Architecture and construction in steel,"1,0","0,0",
990009147390205516,Architecture and construction in steel,"1,0","14,0",2015-10-27
990009147390205516,Architecture and construction in steel,"1,0","56,0",2019-01-07
990009147390205516,Architecture and construction in steel,"1,0","16,0",2021-10-25
990009175080205516,"Méthodes constructives de la géométrie spatiale perspective, axonométrie, méthode de Monge","0,0","0,0",
990009175080205516,"Méthodes constructives de la géométrie spatiale perspective, axonométrie, méthode de Monge","0,0","10,0",2002-05-06
990009175080205516,"Méthodes constructives de la géométrie spatiale perspective, axonométrie, méthode de Monge","0,0","2,0",2009-04-28
990009175080205516,"Méthodes constructives de la géométrie spatiale perspective, axonométrie, méthode de Monge","0,0","4,0",2015-03-23
990009216860205516,Quantum mechanics,"1,0","17,0",2016-12-08
990009216860205516,Quantum mechanics,"1,0","17,0",2018-02-12
990009216860205516,Quantum mechanics,"1,0","20,0",2019-06-05
990009216860205516,Quantum mechanics,"1,0","20,0",2020-07-29
990009222100205516,Electricité et magnétisme,"1,0","36,0",2013-12-16
990009222100205516,Electricité et magnétisme,"1,0","0,0",2020-10-16
990009222100205516,Electricité et magnétisme,"0,0","83,0",2021-01-06
990009222100205516,Electricité et magnétisme,"1,0","86,0",2021-12-19
990009223520205516,L'eau et le sol principes et processus physiques,"1,0","0,0",
990009223520205516,L'eau et le sol principes et processus physiques,"1,0","34,0",2018-01-30
990009223520205516,L'eau et le sol principes et processus physiques,"1,0","4,0",2019-05-16
990009223520205516,L'eau et le sol principes et processus physiques,"1,0","39,0",2019-12-12
990009223520205516,L'eau et le sol principes et processus physiques,"1,0","4,0",2021-10-19
990009232170205516,Analyse vectorielle cours et problèmes,"0,0","51,0",2013-01-21
990009232170205516,Analyse vectorielle cours et problèmes,"0,0","5,0",2016-10-10
990009232170205516,Analyse vectorielle cours et problèmes,"0,0","39,0",2017-02-13
990009232170205516,Analyse vectorielle cours et problèmes,"1,0","5,0",2017-12-15
990009232170205516,Analyse vectorielle cours et problèmes,"1,0","45,0",2022-01-25
990009232170205516,Analyse vectorielle cours et problèmes,"0,0","50,0",2022-01-26
990009236720205516,Variables complexes cours et problèmes,"1,0","60,0",2017-05-22
990009236720205516,Variables complexes cours et problèmes,"1,0","17,0",2020-10-12
990009236720205516,Variables complexes cours et problèmes,"1,0","65,0",2020-10-19
990009236720205516,Variables complexes cours et problèmes,"1,0","20,0",2021-10-16
990009245350205516,Mécanique quantique,"1,0","11,0",2018-11-20
990009245350205516,Mécanique quantique,"1,0","68,0",2018-12-21
990009245350205516,Mécanique quantique,"1,0","24,0",2021-01-03
990009245350205516,Mécanique quantique,"1,0","58,0",2021-10-18
990009246940205516,"Généralités, morphologie, plan général","1,0","3,0",2001-12-14
990009246940205516,"Généralités, morphologie, plan général","1,0","23,0",2012-02-17
990009246940205516,"Généralités, morphologie, plan général","1,0","18,0",2018-05-14
990009246940205516,"Généralités, morphologie, plan général","1,0","21,0",2021-03-25
990009247910205516,Programmes et manifestes de l'architecture du XXe siècle,"1,0","0,0",
990009247910205516,Programmes et manifestes de l'architecture du XXe siècle,"1,0","7,0",2017-12-27
990009254670205516,Mécanique et thermodynamique,"1,0","75,0",2014-10-31
990009254670205516,Mécanique et thermodynamique,"1,0","25,0",2018-10-18
990009254670205516,Mécanique et thermodynamique,"1,0","79,0",2019-10-23
990009254670205516,Mécanique et thermodynamique,"1,0","31,0",2020-09-30
990009254670205516,Mécanique et thermodynamique,"1,0","68,0",2022-02-16
990009257660205516,"Ondes, optique et physique moderne","0,0","75,0",2014-06-23
990009257660205516,"Ondes, optique et physique moderne","0,0","63,0",2015-06-25
990009257660205516,"Ondes, optique et physique moderne","1,0","87,0",2015-10-15
990009257660205516,"Ondes, optique et physique moderne","1,0","89,0",2016-03-14
990009257660205516,"Ondes, optique et physique moderne","1,0","82,0",2016-05-09
990009257660205516,"Ondes, optique et physique moderne","1,0","74,0",2016-05-18
990009257660205516,"Ondes, optique et physique moderne","1,0","82,0",2017-01-27
990009257660205516,"Ondes, optique et physique moderne","1,0","65,0",2017-03-07
990009257660205516,"Ondes, optique et physique moderne","1,0","78,0",2017-06-23
990009257660205516,"Ondes, optique et physique moderne","1,0","75,0",2018-09-06
990009257660205516,"Ondes, optique et physique moderne","1,0","37,0",2019-03-27
990009257660205516,"Ondes, optique et physique moderne","1,0","42,0",2019-06-04
990009257660205516,"Ondes, optique et physique moderne","1,0","72,0",2020-01-23
990009257660205516,"Ondes, optique et physique moderne","1,0","8,0",2020-01-27
990009257660205516,"Ondes, optique et physique moderne","1,0","71,0",2020-02-17
990009257660205516,"Ondes, optique et physique moderne","1,0","18,0",2020-12-10
990009257660205516,"Ondes, optique et physique moderne","1,0","10,0",2020-12-18
990009257660205516,"Ondes, optique et physique moderne","1,0","10,0",2021-01-15
990009257660205516,"Ondes, optique et physique moderne","1,0","71,0",2021-01-18
990009257660205516,"Ondes, optique et physique moderne","1,0","8,0",2021-12-06
990009257660205516,"Ondes, optique et physique moderne","1,0","75,0",2021-12-14
990009268920205516,Fonctions réelles d'une variable réelle [exercices résolus],"1,0","59,0",2020-01-17
990009268920205516,Fonctions réelles d'une variable réelle [exercices résolus],"1,0","55,0",2020-12-18
990009268920205516,Fonctions réelles d'une variable réelle [exercices résolus],"3,0","94,0",2021-12-10
990009268920205516,Fonctions réelles d'une variable réelle [exercices résolus],"1,0","50,0",2021-12-16
990009268920205516,Fonctions réelles d'une variable réelle [exercices résolus],"1,0","57,0",2021-12-29
990009269260205516,Newtonian mechanics,"0,0","1,0",2010-10-25
990009269260205516,Newtonian mechanics,"0,0","19,0",2017-03-16
990009269260205516,Newtonian mechanics,"0,0","9,0",2020-01-28
990009270200205516,Probabilités et statistique,"0,0","13,0",2011-07-01
990009273660205516,Analyse,"1,0","79,0",2021-09-29
990009273660205516,Analyse,"1,0","5,0",2022-03-07
990009273660205516,Analyse,"1,0","84,0",2022-03-10
990009278490205516,Probabilités et statistique cours et problèmes,"1,0","41,0",2014-12-09
990009278490205516,Probabilités et statistique cours et problèmes,"1,0","77,0",2019-05-14
990009281370205516,Mécanique et thermodynamique,"1,0","24,0",2017-11-02
990009281370205516,Mécanique et thermodynamique,"1,0","81,0",2022-01-25
990009300070205516,Champs et ondes,"0,0","56,0",2017-02-02
990009300070205516,Champs et ondes,"1,0","58,0",2017-12-05
990009300070205516,Champs et ondes,"1,0","64,0",2019-01-28
990009300070205516,Champs et ondes,"1,0","4,0",2019-11-13
990009300070205516,Champs et ondes,"0,0","62,0",2019-11-20
990009300070205516,Champs et ondes,"0,0","53,0",2020-01-24
990009300070205516,Champs et ondes,"1,0","61,0",2021-11-22
990009310710205516,Mécanique et thermodynamique,"1,0","108,0",2018-12-27
990009310710205516,Mécanique et thermodynamique,"0,0","109,0",2020-01-27
990009310710205516,Mécanique et thermodynamique,"1,0","114,0",2021-09-11
990009310710205516,Mécanique et thermodynamique,"1,0","98,0",2021-09-23
990009310710205516,Mécanique et thermodynamique,"1,0","103,0",2021-09-25
990009310710205516,Mécanique et thermodynamique,"2,0","161,0",2021-10-08
990009310710205516,Mécanique et thermodynamique,"1,0","108,0",2021-10-25
990009310710205516,Mécanique et thermodynamique,"1,0","107,0",2021-11-07
990009310710205516,Mécanique et thermodynamique,"1,0","60,0",2021-11-12
990009310710205516,Mécanique et thermodynamique,"1,0","120,0",2021-12-02
990009310710205516,Mécanique et thermodynamique,"1,0","95,0",2021-12-08
990009310710205516,Mécanique et thermodynamique,"1,0","98,0",2021-12-09
990009310710205516,Mécanique et thermodynamique,"1,0","107,0",2022-02-11
990009346130205516,Le béton en représentation la mémoire photographique de l'entreprise Hennebique 1890-1930,"1,0","0,0",
990009346130205516,Le béton en représentation la mémoire photographique de l'entreprise Hennebique 1890-1930,"1,0","18,0",2016-05-24
990009346130205516,Le béton en représentation la mémoire photographique de l'entreprise Hennebique 1890-1930,"1,0","5,0",2017-02-21
990009346130205516,Le béton en représentation la mémoire photographique de l'entreprise Hennebique 1890-1930,"1,0","13,0",2017-03-30
990009346130205516,Le béton en représentation la mémoire photographique de l'entreprise Hennebique 1890-1930,"1,0","35,0",2019-03-06
990009346130205516,Le béton en représentation la mémoire photographique de l'entreprise Hennebique 1890-1930,"1,0","25,0",2021-07-12
990009346720205516,Algèbre linéaire,"0,0","40,0",2018-03-20
990009346720205516,Algèbre linéaire,"1,0","67,0",2019-01-10
990009346720205516,Algèbre linéaire,"1,0","40,0",2019-01-11
990009346720205516,Algèbre linéaire,"1,0","21,0",2019-11-11
990009346720205516,Algèbre linéaire,"0,0","35,0",2021-01-07
990009346720205516,Algèbre linéaire,"1,0","57,0",2021-01-14
990009346720205516,Algèbre linéaire,"0,0","52,0",2021-01-15
990009346720205516,Algèbre linéaire,"1,0","20,0",2021-09-15
990009346720205516,Algèbre linéaire,"1,0","49,0",2021-09-21
990009346720205516,Algèbre linéaire,"1,0","65,0",2021-09-24
990009346720205516,Algèbre linéaire,"1,0","45,0",2021-10-05
990009346720205516,Algèbre linéaire,"1,0","9,0",2021-11-11
990009346720205516,Algèbre linéaire,"1,0","45,0",2021-11-12
990009346720205516,Algèbre linéaire,"1,0","14,0",2021-11-18
990009346720205516,Algèbre linéaire,"1,0","37,0",2021-12-14
990009346720205516,Algèbre linéaire,"1,0","23,0",2022-01-26
990009346870205516,Architecture in Britain 1530 to 1830,"4,0","0,0",
990009346870205516,Architecture in Britain 1530 to 1830,"1,0","15,0",2011-04-15
