Electronic Collection Public Name,MMS Id,Title,Portfolio Id,Electronic Collection Id
EZB-FREE-00999 freely available EZB journals,99116795017905516,ESC Heart Failure.,5345177850005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116793505305516,Zitteliana.,5344665740005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116793200505516,Gear technology.,5344596390005516,6142815690005516
Springer Chemistry and Materials Science eBooks 2011 English/International,99116706450405516,Third World Diseases,5330697600005516,6128472340005516
IEEE Electronic Library (IEL),99116720064405516,"Proceedings of PDSW-DISCS 2016 : 1st joint International Workshop on Parallel Data Storage and Data Intensive Scalable Computing Systems : November 14, 2016, Salt Lake City, UT /",5333637930005516,6128473920005516
SpringerLink Lecture Notes in Computer Science 2009,99116697427805516,"Machine Learning and Data Mining in Pattern Recognition 6th International Conference, MLDM 2009, Leipzig, Germany, July 23-25, 2009, Proceedings /",5328721330005516,6128472480005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116749082105516,Little Book of Wooden Boxes : Wooden Boxes Created by the Masters.,5337858210005516,6128471720005516
Springer Computer Science eBooks 2018 English/International,99116714436905516,"Computational Intelligence in Music, Sound, Art and Design 7th International Conference, EvoMUSART 2018, Parma, Italy, April 4-6, 2018, Proceedings /",5332392620005516,6128473030005516
EZB-FREE-00999 freely available EZB journals,99116792960605516,Journal of environmental systems.,5344434910005516,6142815690005516
SPIE Digital Library Proceedings,99116710840705516,"Wavelet applications in signal and image processing VIII : International Symposium on Optical Science and Technology : 30 July-4 August 2000, San Diego, CA, United States /",5331617040005516,6128471540005516
IEEE Electronic Library (IEL),99116697328405516,"i-MITEL : 2018 Innovative Materials and Technologies in Electrical Engineering : Sulecin, Poland, 18-20 April 2018 /",5328684800005516,6128473920005516
IEEE Electronic Library (IEL),99116705908805516,"2017 International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)",5330562390005516,6128473920005516
Taylor & Francis eBooks Complete,99116716389505516,Knowledge partnering for community development /,5332846400005516,6128472730005516
SpringerLink Books Computer Science without Lecture Notes 2014,99116711166305516,Social Networks: Analysis and Case Studies,5331711520005516,6128470370005516
IEEE Electronic Library (IEL),99116701051105516,Proceedings of the ... International Workshop on Software Specification and Design.,5329509290005516,6128473920005516
IEEE Electronic Library (IEL),99116704364405516,2013 IEEE 54th Annual Symposium on Foundations of Computer Science,5330242940005516,6128473920005516
Springer Earth and Environmental Science eBooks 2006 English/International,99116701615805516,Groundwater and Ecosystems,5329626740005516,6128472250005516
Wiley Online Book 2011 to Present,99116805580905516,Startup boards : getting the most out of your board of directors /,5346801380005516,6146764050005516
Springer Physics and Astronomy eBooks 2011 English/International,99116699743905516,"Cosmology, Quantum Vacuum and Zeta Functions In Honor of Emilio Elizalde /",5329202040005516,6128473180005516
IEEE Electronic Library (IEL),99116716412805516,"Electromagnetics: Applications and Student Innovation Competition (iWEM), 2015 International Workshop on",5332842220005516,6128473920005516
Wiley Online Book 2011 to Present,99116806297405516,Thermomechanical fatigue of ceramic-matrix composites /,5346990320005516,6146764050005516
IEEE Xplore Now Publishers Foundations and Trends Technology eBooks,99116740615405516,Rethinking biased estimation : improving maximum likelihood and the Cram�er-Rao bound /,5336768050005516,6136750000005516
Springer Engineering eBooks 2020 English/International,99116712071505516,"Computer Methods, Imaging and Visualization in Biomechanics and Biomedical Engineering Selected Papers from the 16th International Symposium CMBBE and 4th Conference on Imaging and Visualization, August 14-16, 2019, New York City, USA /",5331907290005516,6128473720005516
Springer Mathematics and Statistics eBooks 2006 English/International,99116719954005516,Optimization of Elliptic Systems Theory and Applications /,5333618090005516,6128473040005516
,990056696500205516,Concurrency and dynamic protocol update for group communication middleware,5328215850005516,None
Wiley Online Library Online Books,99116700223805516,BioNMR in drug research,5329322050005516,6128473520005516
RSC Ebook Collection 1968-2006,99116720674705516,Wheat gluten,5336799420005516,6136749970005516
EZB-FREE-00999 freely available EZB journals,99116792841705516,Pediatric reports.,5344424240005516,6142815690005516
American Mathematical Society eBooks,99116707675105516,Introduction to Fourier analysis and wavelets /,5330936550005516,6128473930005516
EZB-FREE-00999 freely available EZB journals,99116792063105516,Entomologica Fennica.,5344149540005516,6142815690005516
Springer Book Archive - Mathematics,99116697275005516,"Number Theory, Carbondale 1979 Proceedings of the Southern Illinois Number Theory Conference Carbondale, March 30 and 31, 1979 /",5328705520005516,6128471500005516
,990051644700205516,"Long-range transport of pollution to Europe origins, chemical and transport pathways, and impact on tropospheric composition",5328375920005516,None
IEEE Electronic Library (IEL) Conference Proceedings,99116711098205516,2000 IEEE International Conference on Control Applications,5331685530005516,6128472830005516
Springer Mathematics and Statistics eBooks 2011 English/International,99116706452105516,Stein Manifolds and Holomorphic Mappings The Homotopy Principle in Complex Analysis /,5330697440005516,6128472960005516
EZB-FREE-00999 freely available EZB journals,99116792136805516,Jornal Brasileiro de nefrologia : [ʹorgão oficial de Sociedade Brasileira de Nefrologia].,5344191000005516,6142815690005516
American Institute of Aeronautics and Astronautics Publications,99116716988705516,28th Joint Propulsion Conference and Exhibit,5332977760005516,6128470030005516
EZB-FREE-00999 freely available EZB journals,99116795007705516,Journal of computational methods in physics.,5345174370005516,6142815690005516
IEEE Electronic Library (IEL) Conference Proceedings,99116696489305516,2012 IEEE Workshop on Environmental Energy and Structural Monitoring Systems,5328536160005516,6128472830005516
EZB-FREE-00999 freely available EZB journals,99116792667105516,Revista de psicología /,5344334790005516,6142815690005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116706505705516,Pocket atlas of oral diseases /,5330691460005516,6128471720005516
IEEE Electronic Library (IEL),99116720838105516,"2018 IEEE 19th Latin-American Test Symposium : 12-14 March 2018, Sao Paulo, Brazil /",5333766730005516,6128473920005516
IEEE Electronic Library (IEL),99116714586505516,2017 IEEE 18th International Workshop on Signal Processing Advances in Wireless Communications (SPAWC),5332452780005516,6128473920005516
IEEE Electronic Library (IEL) Conference Proceedings,99116702948705516,"Proceedings of Fourth International Conference on Computer Communications and Networks : 20-23 September 1995, Las Vegas, NV, USA /",5329892860005516,6128472830005516
Springer Engineering eBooks 2014 English/International,99116712871005516,"Simulations, Serious Games and Their Applications",5332085950005516,6128470400005516
Springer Biomedical and Life Sciences eBooks 2010 English/International,99116714432305516,Bemisia: Bionomics and Management of a Global Pest,5332404450005516,6128472070005516
Wiley Online Book 2011 to Present,99116806312305516,Blockchain : the advent of disintermediation /,5346978660005516,6146764050005516
Springer Engineering eBooks 2020 English/International,99116715492605516,Blockchain Technology for Smart Cities,5332649700005516,6128473720005516
EZB-FREE-00999 freely available EZB journals,99116794700905516,Visnik Prydniprovsʹkoï derz͡havnoï akademiï budivnyt͡stva ta arkhitektury.,5345105950005516,6142815690005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748270505516,The Ayurvedic Self-Care Handbook,5337615130005516,6128471720005516
SpringerLink Books Computer Science 2018,99116697220605516,"Agile Methods 8th Brazilian Workshop, WBMA 2017, Belém, Brazil, September 13–14, 2017, Revised Selected Papers /",5328679370005516,6128470080005516
Springer Earth and Environmental Science eBooks 2020 English/International,99116716839605516,"Resilience, Response, and Risk in Water Systems Shifting Management and Natural Forcings Paradigms /",5332915860005516,6128473760005516
EZB-FREE-00999 freely available EZB journals,99116792975005516,Amtsblatt für den Regierungsbezirk Düsseldorf,5344560660005516,6142815690005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116757059005516,El Teorema de Noether.,5338882460005516,6128471720005516
Elsevier ScienceDirect Journals,99116701677105516,Mutation research.,5329653820005516,6128472720005516
IEEE Electronic Library (IEL),99116718551305516,IEEE Std 291-1991,5333325120005516,6128473920005516
IEEE Electronic Library (IEL),99116713408605516,5th IEEE International Workshop on Object-Orientation in Operating Systems,5332174030005516,6128473920005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116699207905516,Behavioral study of agonist-evoked activation of transient receptor potential channels /,5329109090005516,6128471720005516
IEEE Electronic Library (IEL),99116700963705516,"2015 IEEE Power & Energy Society General Meeting : 26-30 July 2015, Denver, CO, USA /",5329502480005516,6128473920005516
IEEE Electronic Library (IEL) Conference Proceedings,99116712474405516,2016 8th International Symposium on Telecommunications (IST),5331991910005516,6128472830005516
Materials Science & Engineering Collection,99116718025505516,Brake & front end.,5333184540005516,6128470740005516
SPIE Digital Library Proceedings,99116705510605516,"Laser material crystal growth and nonlinear materials and devices : 27-28 January 1999, San Jose, California",5330478500005516,6128471540005516
IEEE Electronic Library (IEL) Conference Proceedings,99116702330105516,"Research Issues in Data Engineering (RIDE-2ED 2002): Proceedings of the International Workshop on Research Issues in Data Engineering (12th: 2002, San Diego, CA)",5329763880005516,6128472830005516
Wiley Online Library Online Books,99116800868605516,"Deep eutectic solvents : properties, and applications /",5346273710005516,6128473520005516
EZB-FREE-00999 freely available EZB journals,99116791493405516,Journal of GandhÄran Buddhist Texts,5344003920005516,6142815690005516
IEEE Electronic Library (IEL),99116716238605516,"2018 2nd School on Dynamics of Complex Networks and their Application in Intellectual Robotics : 8-10 October 2018, Saratov, Russia /",5332783850005516,6128473920005516
World Scientific eBooks,99116719509005516,Conjugated polymers and oligomers : structural and soft matter aspects /,5333507590005516,6128473120005516
EZB-FREE-00999 freely available EZB journals,99116790437805516,Automobil-Elektronik,5343653230005516,6142815690005516
Wiley Online Book 2011 to Present,99116805952905516,Destruction of hazardous chemicals in the laboratory,5346840740005516,6146764050005516
Wiley Online Book 2011 to Present,99116805906705516,Advances in enzymology and related subjects of biochemistry.,5346865690005516,6146764050005516
EZB-FREE-00999 freely available EZB journals,99116790123205516,Essener linguistische Skripte--elektronisch : ELiSe̲.,5343557580005516,6142815690005516
Wiley Online Book 2011 to Present,99116806369705516,The life of George Eliot a critical biography /,5346973880005516,6146764050005516
Springer Book Archive - Mathematics,99116697773705516,"Linear operators and approximation / lineare operatoren und approximation : proceedings of the conference held at the oberwolfach mathematical research institute, black forest, august 14-22, 1971 / abhandlungen zur tagung im mathematischen forschungsinstitut oberwolfach, schwarzwald, vom 14. bis 22. august 1971 /",5328813100005516,6128471500005516
JoVE Journal: Medicine,99116713329505516,Processing of Primary Brain Tumor Tissue for Stem Cell Assays and Flow Sorting,5332166240005516,6128470730005516
IEEE Electronic Library (IEL),99116700070905516,2007 32nd IEEE/CPMT International Electronics Manufacturing Technology Symposium,5329304840005516,6128473920005516
Wiley Online Book 2011 to Present,99116806284505516,Codification of statements on standards for accounting and review services : Numbers 21-24.,5347016830005516,6146764050005516
PressReader,99116756687405516,Cifras dos Sucessos,5338751950005516,6128470010005516
Cambridge University Press online books,99116700555605516,Mathematical time capsules : historical modules for the mathematics classroom /,5329411260005516,6128472320005516
EZB-FREE-00999 freely available EZB journals,99116791460505516,Waldzustandsbericht ... des Landes Brandenburg,5343931880005516,6142815690005516
IEEE Electronic Library (IEL) Conference Proceedings,99116704340305516,SFCS 1983 : 24th annual Symposium on Foundations of Computer Science : 7-9 November  1983.,5330206840005516,6128472830005516
Springer Biomedical and Life Sciences eBooks 2016 English/International,99116711044505516,ABC Transporters - 40 Years on,5331648160005516,6128473380005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748333605516,99 tips for creating simple and sustainable educational videos : a guide for online teachers and flipped classes /,5337593450005516,6128471720005516
American Institute of Aeronautics and Astronautics Publications,99116707285105516,Rarefied gas dynamics /,5330865990005516,6128470030005516
EZB-FREE-00999 freely available EZB journals,99116792270205516,Renglones.,5344205890005516,6142815690005516
American Mathematical Society eBooks,99116725347805516,On the stability of type I blow up for the engergy super critical heat equation /,5334368140005516,6128473930005516
Materials Science & Engineering Collection,99116720729605516,China Autos Report,5333760200005516,6128470740005516
,990113437810205516,A Multifaceted Approach to Covert Attention Brain-Computer Interfaces,5328384780005516,None
EZB-FREE-00999 freely available EZB journals,99116794675805516,Tolerantia Beiträge zur Toleranz- und Intoleranzforschung,5345137370005516,6142815690005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748704105516,We need more tables : navigating privilege in the face of poverty /,5337724800005516,6128471720005516
SpringerLink Books Computer Science 2018,99116712476805516,"Cross-Cultural Design. Applications in Cultural Heritage, Creativity and Social Development 10th International Conference, CCD 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II /",5331995430005516,6128470080005516
Springer Engineering eBooks 2020 English/International,99116716311705516,Into the Wild: Beyond the Design Research Lab,5332818630005516,6128473720005516
Taylor & Francis Social Science & Humanities with Science & Technology,99116713753105516,Journal of ethnic & cultural diversity in social work.,5332284950005516,6128471590005516
Springer Biomedical and Life Sciences eBooks 2018 English/International,99116718093505516,Sustainable Agriculture Reviews 27,5333212670005516,6128473080005516
CAIRN Journals General,99116707509205516,Sud/Nord : folies et cultures.,5336326450005516,6128471050005516
IEEE Electronic Library (IEL) Conference Proceedings,99116698655205516,2019 New Trends in Aviation Development (NTAD),5329006960005516,6128472830005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116756942805516,"Fish Oils and Omega-3s : Health Benefits, Capsule Dosages and Buying Guide.",5338868380005516,6128471720005516
Springer Engineering eBooks 2014 English/International,99116711170005516,Project-Based Knowledge in Organizing Open Innovation,5331711160005516,6128470400005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748846605516,Deep brain stimulation : techniques and practices /,5337747220005516,6128471720005516
IEEE Electronic Library (IEL) Conference Proceedings,99116718413205516,2010 Seventh International Conference on Information Technology: New Generations,5333261140005516,6128472830005516
EZB-FREE-00999 freely available EZB journals,99116792289105516,Panta rei : revista digital de ciencia y didáctica de la historia.,5344312170005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116793678305516,On our terms.,5344787720005516,6142815690005516
IET Digital Library Ebooks,99116701695905516,Conduction and induction heating /,5329648620005516,6128473490005516
EZB-FREE-00999 freely available EZB journals,99116791093005516,Beiträge zur Mittelalterarchäologie in Österreich,5343886420005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116792680405516,Diálogo de Las Españas,5344411560005516,6142815690005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116711317905516,The Complete Edition – Software Engineering for Real-Time Systems,5331726530005516,6128471720005516
IEEE Electronic Library (IEL),99116720846405516,2012 IEEE International Reliability Physics Symposium,5333771400005516,6128473920005516
Elsevier ScienceDirect Books Complete,99116706538705516,Advances in heterocyclic chemistry.,5330688150005516,6128471490005516
IEEE Electronic Library (IEL),99116711317705516,2005 Second Annual IEEE Communications Society Conference on Sensor and Adhoc Communications and Networks,5331727400005516,6128473920005516
IEEE Electronic Library (IEL),99116715459905516,"Defence Technology (ACDT), Asian Conference on",5332654770005516,6128473920005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116717002205516,Handbook of musculoskeletal tumors /,5332974390005516,6128471720005516
IEEE Electronic Library (IEL),99116702866105516,"Security and Privacy Workshops (SPW), 2014 IEEE",5329915380005516,6128473920005516
EZB-FREE-00999 freely available EZB journals,99116793373205516,日本物理学会誌 [[ニホンブツリガッカイシ]],5344541960005516,6142815690005516
SpringerLink Books Computer Science without Lecture Notes 2012,99116701264005516,"Re-conceptualizing Enterprise Information Systems 5th IFIP WG 8.9 Working Conference, CONFENIS 2011, Aalborg, Denmark, October 16-18, 2011, Revised Selected Papers /",5329568100005516,6128472220005516
,990066950990205516,Neutronics Experiments and Analysis Related to Strong Moderation Heterogeneity in LWRs,5328393000005516,None
"Ebook Central Perpetual, DDA and Subscription Titles",99116748027905516,Hacked transmissions : technology and connective activism in Italy /,5337422720005516,6128471720005516
Springer Computer Science eBooks 2018 English/International,99116717741805516,"Programming Languages and Systems 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings /",5333108870005516,6128473030005516
Wiley Online Book 2011 to Present,99116805640705516,The Veterinary Dental Patient.,5346759400005516,6146764050005516
IEEE Electronic Library (IEL) Conference Proceedings,99116709939205516,2008 10th International Conference on Control Automation Robotics and Vision,5331421830005516,6128472830005516
Wiley Online Library Database Model 2020,99116711116205516,Biometrical journal = Biometrische Zeitschrift .,5336372140005516,6136319990005516
EZB-FREE-00999 freely available EZB journals,99116794820805516,"Plural : journal of the History and Geography Department,""Ion Creangă"", Pedagogical State University.",5345118710005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116792730605516,Jornal de horticultura pratica.,5344397840005516,6142815690005516
PressReader,99116697992005516,Society (France),5328854200005516,6128470010005516
SpringerLink Books Lecture Notes In Computer Science Archive,99116712684205516,"Fast Software Encryption 10th International Workshop, FSE 2003, LUND, Sweden, February 24-26, 2003, Revised Papers /",5332021100005516,6128470240005516
EZB-FREE-00999 freely available EZB journals,99116713444805516,Abhandlungen und Beobachtungen durch die Ökonomische Gesellschaft zu Bern gesammelt,5345178230005516,6142815690005516
Springer Mathematics and Statistics eBooks 2018 English/International,99116701956505516,Asymmetric Kernel Smoothing Theory and Applications in Economics and Finance /,5329702560005516,6128473210005516
SPIE Digital Library Proceedings,99116721141405516,Roland V. Shack Memorial Session:  A Celebration of One of the Great Teachers of Optical Aberration Theory,5333817130005516,6128471540005516
American Mathematical Society eBooks,99116710143605516,Gauge-natural bundles and generalized gauge theories /,5331466930005516,6128473930005516
Morgan & Claypool Synthesis Collection Five,99116699890205516,Arduino microcontroller processing for everyone! /,5329259440005516,6128473580005516
Springer Engineering eBooks 2007 English/International,99116699482105516,Value driven product planning and systems engineering,5329174860005516,6128472450005516
PressReader,99116709290305516,India Strategic,5331299640005516,6128470010005516
EZB-FREE-00999 freely available EZB journals,99116795061505516,Estatísticas agrícolas,5345132630005516,6142815690005516
Springer Physics and Astronomy eBooks 2005 English/International,99116701062705516,Low-Temperature Physics,5329524820005516,6128472860005516
IEEE Electronic Library (IEL) Conference Proceedings,99116712786705516,2010 Sixth IEEE International Conference on E-Science Workshops,5332062280005516,6128472830005516
SPIE Digital Library Proceedings,99116705698805516,"Advances in resist materials and processing technology XXIX : 13-15 February 2012, San Jose, California, United States /",5330522260005516,6128471540005516
IEEE Electronic Library (IEL) Conference Proceedings,99116696493405516,2012 10th World Congress on Intelligent Control and Automation (WCICA,5328535820005516,6128472830005516
EZB-FREE-00999 freely available EZB journals,99116790771005516,Problematics Undergraduate Anthropology journal,5343720080005516,6142815690005516
Springer Engineering eBooks 2015 English/International,99116703852005516,Tensor Algebra and Tensor Analysis for Engineers With Applications to Continuum Mechanics /,5330138370005516,6128470830005516
IEEE Electronic Library (IEL) Conference Proceedings,99116705392805516,2013 17th European Conference on Software Maintenance and Reengineering (CSMR,5330444490005516,6128472830005516
SpringerLink Journals - AutoHoldings,99116699022805516,Chinese journal of academic radiology.,5329064540005516,6128470180005516
EZB-FREE-00999 freely available EZB journals,99116712648605516,Bernoulli : official journal of the Bernoulli Society for Mathematical Statistics and Probability.,5344100750005516,6142815690005516
PressReader,99116708269505516,Slogan.,5331085060005516,6128470010005516
PressReader,99116707660105516,Coastal news,5330957420005516,6128470010005516
SPIE Digital Library Proceedings,99116715978705516,"Fibre optics '86 : 29 April-1 May 1986, London, England",5332760250005516,6128471540005516
Springer Economics and Finance eBooks 2017 English/International,99116708931705516,"Changing Contours of Indian Agriculture Investment, Income and Non-farm Employment /",5331211800005516,6128471960005516
Wiley Online Library Database Model 2020,99116704393805516,Knowledge and process management.,5336365440005516,6136319990005516
EZB-FREE-00999 freely available EZB journals,99116789990605516,Jahresbericht ... /,5343541930005516,6142815690005516
e-Contemporary Mathematics Backfile,99116697851905516,"Banach spaces : proceedings of an International Workshop on Banach Space Theory, held January 6-17, 1992 /",5346717010005516,6146683320005516
Springer Mathematics and Statistics eBooks 2009 English/International,99116719055905516,Emerging Applications of Algebraic Geometry,5333428750005516,6128472920005516
EZB-FREE-00999 freely available EZB journals,99116791033805516,Adressbuch der Stadt Bonn,5343834270005516,6142815690005516
ACM Digital Library Complete,99116701531705516,"Proceedings of the 2018 8th International Conference on Bioscience, Biochemistry and Bioinformatics",5329604660005516,6128471210005516
SpringerNature Complete Protocols,99116718244205516,Mouse Cell Culture Methods and Protocols  /,5333215990005516,6128470480005516
PressReader,99116719187005516,Metro Brazil (Sao Paulo),5333444680005516,6128470010005516
IEEE Electronic Library (IEL),99116715396405516,2011 IEEE Symposium on Computers and Informatics,5332627960005516,6128473920005516
EZB-FREE-00999 freely available EZB journals,99116792402805516,Approdo rivista trimestrale di lettere ed arti,5344291880005516,6142815690005516
Materials Science & Engineering Collection,99116720723505516,Egypt Petrochemicals Report,5333760450005516,6128470740005516
Springer Business and Economics eBooks 2011 English/International,99116709036905516,Vehicle Routing under Consideration of Driving and Working Hours A Distributed Decision Making Perspective /,5331232430005516,6128472060005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116749093405516,Global Forum on Transparency and Exchange of Information for Tax Purposes.,5337841740005516,6128471720005516
EZB-FREE-00999 freely available EZB journals,99116703624705516,Population.,5344958550005516,6142815690005516
SpringerLink Books Computer Science without Lecture Notes 2009,99116714511105516,Logic and Integer Programming,5332429330005516,6128472270005516
Springer Engineering eBooks 2012 English/International,99116697833305516,Soft Computing in Management and Business Economics Volume 2 /,5328795280005516,6128472790005516
IEEE Electronic Library (IEL) Conference Proceedings,99116714907905516,"Field Programmable Logic and Applications (FPL), 2014 24th International Conference on",5332512010005516,6128472830005516
SpringerLink Books Computer Science 2018,99116714361805516,"Parallel Processing and Applied Mathematics 12th International Conference, PPAM 2017, Lublin, Poland, September 10-13, 2017, Revised Selected Papers, Part II /",5332392810005516,6128470080005516
EZB-FREE-00999 freely available EZB journals,99116795272905516,Profile głe̜bokich otworów wiertniczych Państwowego Instytutu Geologicznego zeszyt,5345192290005516,6142815690005516
Taylor & Francis Social Science & Humanities with Science & Technology,99116715797405516,Petroleum science and technology,5332713360005516,6128471590005516
PressReader,99116720290605516,Le Revenu Hebdo,5333680830005516,6128470010005516
ACM Digital Library Complete,99116710873405516,"CCS '16 : proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security : October 24-28, 2016, Vienna, Austria /",5331645780005516,6128471210005516
Elsevier ScienceDirect Journals,99116714593805516,The Journal of Space Safety Engineering,5332453440005516,6128472720005516
IEEE Electronic Library (IEL),99116701319705516,2015 18th International Conference on Computer and Information Technology (ICCIT),5329561840005516,6128473920005516
Springer Engineering eBooks 2019 English/International,99116697159605516,Level Doubling Network and Ripple Correlation Control MPPT Algorithm for Grid-Connected Photovoltaic Systems,5328687010005516,6128471100005516
Springer Biomedical and Life Sciences eBooks 2015 English/International,99116702998805516,The Neurobiology and Genetics of Nicotine and Tobacco,5329937320005516,6128470880005516
EZB-FREE-00999 freely available EZB journals,99116794254105516,Revista de paz y conflictos.,5344875810005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116792036905516,Istoriski časopis : organ Istoriskog instituta SAN.,5344169470005516,6142815690005516
ACM Digital Library Complete,99116705669505516,"Proceedings of the first Workshop on Measurement, Privacy and Mobility",5330525300005516,6128471210005516
EZB-FREE-00999 freely available EZB journals,99116795300205516,"Jahresbericht ... Überwachung Lebensmittel, Bedarfsgegenstände, Kosmetika, Trinkwasser, Futtermittel",5345306020005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116795672005516,Šire krug žurnal dlja sootečestvennikov i o sootečestvennikach,5345339210005516,6142815690005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748968005516,Crafting your message : tips and tricks for educators to deliver perfect presentations /,5337822280005516,6128471720005516
Miscellaneous Free eBooks,99116704755305516,Materialien für den Englischunterricht,5330336930005516,6128471760005516
Springer Engineering eBooks 2020 English/International,99116719638005516,Photogrammetric Survey for the Recording and Documentation of Historic Buildings,5333524930005516,6128473720005516
EZB-FREE-00999 freely available EZB journals,99116791311705516,Pacific halibut fishery regulations,5343921320005516,6142815690005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748660205516,The Art of Judgment : 10 steps to becoming a more effective decision-maker /,5337732370005516,6128471720005516
SpringerLink Lecture Notes in Computer Science 2012,99116711996105516,"Financial Cryptography and Data Security 15th International Conference, FC 2011, Gros Islet, St. Lucia, February 28 - March 4, 2011, Revised Selected Papers /",5331883550005516,6128472770005516
EZB-FREE-00999 freely available EZB journals,99116710498205516,"Journal of the anus, rectum and colon.",5345438820005516,6142815690005516
Springer Chemistry and Materials Science eBooks 2017 English/International,99116705348705516,Global Food Security and Wellness,5330421210005516,6128471910005516
Springer Engineering eBooks 2013 English/International,99116714543205516,"Special Topics in Structural Dynamics, Volume 6 Proceedings of the 31st IMAC, A Conference on Structural Dynamics, 2013 /",5332414610005516,6128472800005516
IEEE Electronic Library (IEL),99116703754105516,"Agile Conference (AGILE), 2014",5330114110005516,6128473920005516
Wiley Online Book 2011 to Present,99116806027905516,Drug delivery applications of noninvasive imaging : validation from biodistribution to sites of action /,5346896320005516,6146764050005516
Cambridge University Press online books,99116711485705516,Pure inductive logic /,5331775610005516,6128472320005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116788494305516,Summary of Jeanne G. Harris & Thomas H. Davenport's Competing on Analytics.,5343264090005516,6128471720005516
Springer Engineering eBooks 2014 English/International,99116704217105516,Hesitant Fuzzy Sets Theory,5330195480005516,6128470400005516
World Scientific eBooks,99116699587405516,Half-metallic materials and their properties,5329196060005516,6128473120005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748515705516,Chemical world : science in our daily lives /,5337666630005516,6128471720005516
SpringerLINK Contemporary 1997-Present,99116699426005516,Der Pneumologe.,5329149110005516,6128470230005516
EZB-FREE-00999 freely available EZB journals,99116796348105516,Philos tudomány - irodalom - művészet,5345605210005516,6142815690005516
Morgan & Claypool Synthesis Collection Ten,99116728849005516,Path planning and tracking for vehicle collision avoidance in lateral and longitudinal motion directions /,5334889590005516,6134809050005516
EZB-FREE-00999 freely available EZB journals,99116792994305516,Oikos revista de economia heterodoxa,5344536800005516,6142815690005516
EZB-FREE-00999 freely available EZB journals,99116794940905516,International journal of behavioral social and movement sciences,5345142480005516,6142815690005516
IEEE Electronic Library (IEL) Conference Proceedings,99116720629605516,IEE Colloquium on Antenna Radar Cross-Section,5333738440005516,6128472830005516
IEEE Electronic Library (IEL) Conference Proceedings,99116701841505516,2009 IEEE Wireless Communications and Networking Conference,5329668020005516,6128472830005516
Elsevier ScienceDirect Books Complete,99116700716905516,Synthesis of best-seller drugs /,5329434450005516,6128471490005516
IEEE Electronic Library (IEL),99116697127205516,"Nonlinear Signal and Image Processing, NSIP, Abstracts. IEEE-Eurasip",5328657610005516,6128473920005516
EZB-FREE-00999 freely available EZB journals,99116794255605516,European psychomotricity journal.,5344876260005516,6142815690005516
Wiley Online Library Database Model 2021,99116703348205516,Proteomics.,5336402740005516,6136370550005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116739576105516,The Pocket Book of Bird Anatomy,5336486180005516,6128471720005516
IEEE Electronic Library (IEL) Conference Proceedings,99116699832605516,2012 35th IEEE/CPMT International Electronics Manufacturing Technology Conference,5329234490005516,6128472830005516
Springer Engineering eBooks 2015 English/International,99116710557805516,Informatics and Communication Technologies for Societal Development Proceedings of ICICTS 2014 /,5331581260005516,6128470830005516
Springer Book Archive - Mathematics,99116697761405516,Multivariate Polynomial Approximation,5328813890005516,6128471500005516
Wiley Online Library Online Books,99116802594805516,Sexually transmitted diseases and adverse outcomes of pregnancy,5346461980005516,6128473520005516
JoVE Journal: Bioengineering,99116704429905516,Gel-seq: A Method for Simultaneous Sequencing Library Preparation of DNA and RNA Using Hydrogel Matrices,5330240270005516,6128470720005516
AIP Conference Proceedings (American Institute of Physics),99116720026105516,NON-NEUTRAL PLASMA PHYSICS IX: 11th International Workshop on Non-Neutral Plasmas,5333611060005516,6128472610005516
Springer Book Archive - Mathematics,99116697331605516,Drinfeld Modular Curves,5328701480005516,6128471500005516
